id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
741,Grilled Cheese - Variant 6,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Grilled Cheese - Variant 6 is a customer favorite.,8.71,10,7.84,429,8,Mild,Spicy,4.8,164,Available,No,Yes,https://images.restaurant.com/food/sandwich/0741.jpg,2023-10-19
742,Turkey Avocado Sub,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Turkey Avocado Sub is a customer favorite.,11.61,5,11.03,410,45,None,Gluten-Free,4.0,207,Available,Yes,No,https://images.restaurant.com/food/sandwich/0742.jpg,2024-06-29
743,Turkey Avocado Sub - Variant 2,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Turkey Avocado Sub - Variant 2 is a customer favorite.,15.46,0,15.46,769,35,Mild,None,4.4,247,Available,No,No,https://images.restaurant.com/food/sandwich/0743.jpg,2024-10-23
744,Turkey Avocado Sub - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Turkey Avocado Sub - Variant 3 is a customer favorite.,12.55,10,11.3,1148,9,None,None,4.6,563,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0744.jpg,2023-07-26
745,Turkey Avocado Sub - Variant 4,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Turkey Avocado Sub - Variant 4 is a customer favorite.,12.37,0,12.37,225,6,Hot,Vegetarian,4.0,580,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0745.jpg,2024-03-24
746,Tuna Melt,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Tuna Melt is a customer favorite.,11.57,0,11.57,674,22,Mild,None,3.5,659,Available,Yes,No,https://images.restaurant.com/food/sandwich/0746.jpg,2024-02-16
747,Tuna Melt - Variant 2,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Tuna Melt - Variant 2 is a customer favorite.,12.8,5,12.16,489,11,None,Spicy,4.3,408,Available,No,Yes,https://images.restaurant.com/food/sandwich/0747.jpg,2023-08-01
748,Tuna Melt - Variant 3,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Tuna Melt - Variant 3 is a customer favorite.,11.73,5,11.14,855,15,Medium,None,3.6,575,Available,No,Yes,https://images.restaurant.com/food/sandwich/0748.jpg,2023-10-04
749,Tuna Melt - Variant 4,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Tuna Melt - Variant 4 is a customer favorite.,11.38,10,10.24,1011,21,None,Dairy-Free,3.6,40,Available,Yes,No,https://images.restaurant.com/food/sandwich/0749.jpg,2024-03-22
750,Tuna Melt - Variant 5,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Tuna Melt - Variant 5 is a customer favorite.,13.4,5,12.73,240,28,Medium,Vegan,4.1,813,Available,No,No,https://images.restaurant.com/food/sandwich/0750.jpg,2024-02-12
751,Caprese Panini,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Caprese Panini is a customer favorite.,14.08,0,14.08,416,12,Mild,Spicy,4.0,423,Available,No,Yes,https://images.restaurant.com/food/sandwich/0751.jpg,2023-05-04
752,Caprese Panini - Variant 2,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Caprese Panini - Variant 2 is a customer favorite.,13.75,15,11.69,1129,28,Mild,Halal,4.4,305,Available,No,No,https://images.restaurant.com/food/sandwich/0752.jpg,2024-03-23
753,Caprese Panini - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Caprese Panini - Variant 3 is a customer favorite.,12.14,0,12.14,409,27,Mild,Spicy,4.4,801,Available,No,Yes,https://images.restaurant.com/food/sandwich/0753.jpg,2023-12-04
754,Caprese Panini - Variant 4,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Caprese Panini - Variant 4 is a customer favorite.,12.65,20,10.12,712,44,None,Low-Carb,3.7,527,Available,No,Yes,https://images.restaurant.com/food/sandwich/0754.jpg,2024-06-18
755,Caprese Panini - Variant 5,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Caprese Panini - Variant 5 is a customer favorite.,12.12,5,11.51,992,16,Mild,Nut-Free,3.6,323,Available,No,No,https://images.restaurant.com/food/sandwich/0755.jpg,2024-03-16
756,Meatball Sub,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub is a customer favorite.,14.68,20,11.74,305,5,Medium,Halal,4.6,373,Available,Yes,Yes,https://images.restaurant.com/food/sandwich/0756.jpg,2023-08-28
757,Meatball Sub - Variant 2,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub - Variant 2 is a customer favorite.,13.9,0,13.9,798,37,Medium,None,4.6,763,Available,No,No,https://images.restaurant.com/food/sandwich/0757.jpg,2024-09-09
758,Meatball Sub - Variant 3,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub - Variant 3 is a customer favorite.,13.9,5,13.21,608,39,Hot,Halal,3.9,326,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0758.jpg,2024-06-28
759,Meatball Sub - Variant 4,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub - Variant 4 is a customer favorite.,12.21,5,11.6,649,15,Extra Hot,Halal,4.2,687,Available,No,Yes,https://images.restaurant.com/food/sandwich/0759.jpg,2024-04-23
760,Meatball Sub - Variant 5,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub - Variant 5 is a customer favorite.,15.27,15,12.98,302,33,Medium,None,3.8,579,Available,Yes,No,https://images.restaurant.com/food/sandwich/0760.jpg,2023-10-13
761,Meatball Sub - Variant 6,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Meatball Sub - Variant 6 is a customer favorite.,12.71,15,10.8,457,11,Extra Hot,Vegetarian,4.2,499,Available,No,No,https://images.restaurant.com/food/sandwich/0761.jpg,2023-11-01
762,Chicken Caesar Wrap,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Chicken Caesar Wrap is a customer favorite.,11.49,15,9.77,984,42,Medium,None,4.7,140,Available,No,Yes,https://images.restaurant.com/food/sandwich/0762.jpg,2024-06-29
763,Chicken Caesar Wrap - Variant 2,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Chicken Caesar Wrap - Variant 2 is a customer favorite.,11.91,0,11.91,1127,43,Mild,Keto,3.6,662,Sold Out,No,Yes,https://images.restaurant.com/food/sandwich/0763.jpg,2024-04-23
764,Chicken Caesar Wrap - Variant 3,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Chicken Caesar Wrap - Variant 3 is a customer favorite.,13.74,0,13.74,1191,41,Medium,Nut-Free,4.7,88,Available,No,No,https://images.restaurant.com/food/sandwich/0764.jpg,2024-03-29
765,Veggie Wrap,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Veggie Wrap is a customer favorite.,10.63,0,10.63,562,42,Hot,Keto,4.4,779,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0765.jpg,2023-02-22
766,Veggie Wrap - Variant 2,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Veggie Wrap - Variant 2 is a customer favorite.,11.33,0,11.33,399,15,Medium,Low-Carb,4.8,61,Available,No,No,https://images.restaurant.com/food/sandwich/0766.jpg,2024-03-14
767,Veggie Wrap - Variant 3,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Veggie Wrap - Variant 3 is a customer favorite.,10.29,0,10.29,968,31,None,Low-Carb,3.8,59,Available,No,No,https://images.restaurant.com/food/sandwich/0767.jpg,2024-07-29
768,Veggie Wrap - Variant 4,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Veggie Wrap - Variant 4 is a customer favorite.,10.43,5,9.91,990,14,Extra Hot,Nut-Free,4.0,820,Available,Yes,No,https://images.restaurant.com/food/sandwich/0768.jpg,2023-12-01
769,Cuban Sandwich,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich is a customer favorite.,12.58,10,11.32,1164,9,None,Spicy,4.3,759,Available,Yes,Yes,https://images.restaurant.com/food/sandwich/0769.jpg,2024-06-12
770,Cuban Sandwich - Variant 2,Sandwich,Japanese,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich - Variant 2 is a customer favorite.,16.47,15,14.0,626,17,Extra Hot,Gluten-Free,4.4,150,Available,No,No,https://images.restaurant.com/food/sandwich/0770.jpg,2023-07-11
771,Cuban Sandwich - Variant 3,Sandwich,Chinese,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich - Variant 3 is a customer favorite.,15.35,0,15.35,1145,19,None,Nut-Free,4.3,385,Available,No,No,https://images.restaurant.com/food/sandwich/0771.jpg,2023-01-19
772,Cuban Sandwich - Variant 4,Sandwich,Italian,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich - Variant 4 is a customer favorite.,15.92,20,12.74,264,26,None,Dairy-Free,4.1,177,Available,No,No,https://images.restaurant.com/food/sandwich/0772.jpg,2024-07-28
773,Cuban Sandwich - Variant 5,Sandwich,French,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich - Variant 5 is a customer favorite.,15.97,15,13.57,1034,23,Extra Hot,Dairy-Free,4.3,337,Available,No,Yes,https://images.restaurant.com/food/sandwich/0773.jpg,2023-08-28
774,Cuban Sandwich - Variant 6,Sandwich,Indian,Freshly made sandwich with quality fillings on artisan bread. Cuban Sandwich - Variant 6 is a customer favorite.,13.58,20,10.86,971,17,Mild,None,4.2,570,Sold Out,No,No,https://images.restaurant.com/food/sandwich/0774.jpg,2024-01-21
775,Salmon Nigiri,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Salmon Nigiri is a customer favorite.,10.78,0,10.78,421,34,Medium,Keto,3.6,601,Available,No,No,https://images.restaurant.com/food/sushi/0775.jpg,2024-10-26
776,Salmon Nigiri - Variant 2,Sushi,Mexican,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Salmon Nigiri - Variant 2 is a customer favorite.,8.15,10,7.34,351,17,Extra Hot,Low-Carb,4.0,326,Available,No,No,https://images.restaurant.com/food/sushi/0776.jpg,2023-10-04
777,Salmon Nigiri - Variant 3,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Salmon Nigiri - Variant 3 is a customer favorite.,10.56,15,8.98,599,10,Extra Hot,Gluten-Free,4.3,80,Available,No,No,https://images.restaurant.com/food/sushi/0777.jpg,2024-03-22
778,Tuna Roll,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Tuna Roll is a customer favorite.,11.07,0,11.07,1092,27,Extra Hot,Dairy-Free,4.5,822,Available,No,Yes,https://images.restaurant.com/food/sushi/0778.jpg,2023-08-02
779,Tuna Roll - Variant 2,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Tuna Roll - Variant 2 is a customer favorite.,9.99,0,9.99,360,40,Hot,Vegetarian,4.0,270,Available,Yes,No,https://images.restaurant.com/food/sushi/0779.jpg,2024-11-05
780,Tuna Roll - Variant 3,Sushi,American,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Tuna Roll - Variant 3 is a customer favorite.,12.08,0,12.08,1128,14,None,Gluten-Free,4.3,495,Available,No,Yes,https://images.restaurant.com/food/sushi/0780.jpg,2023-06-28
781,Tuna Roll - Variant 4,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Tuna Roll - Variant 4 is a customer favorite.,11.53,20,9.22,311,45,Extra Hot,Keto,4.8,110,Sold Out,Yes,No,https://images.restaurant.com/food/sushi/0781.jpg,2024-12-01
782,Dragon Roll,Sushi,Mexican,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Dragon Roll is a customer favorite.,17.14,15,14.57,698,19,None,Vegetarian,4.4,369,Available,No,Yes,https://images.restaurant.com/food/sushi/0782.jpg,2023-10-16
783,Dragon Roll - Variant 2,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Dragon Roll - Variant 2 is a customer favorite.,16.1,10,14.49,846,14,Hot,Low-Carb,4.5,220,Sold Out,No,No,https://images.restaurant.com/food/sushi/0783.jpg,2024-11-22
784,Dragon Roll - Variant 3,Sushi,Mexican,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Dragon Roll - Variant 3 is a customer favorite.,15.48,15,13.16,729,13,Mild,Vegetarian,4.8,693,Available,No,Yes,https://images.restaurant.com/food/sushi/0784.jpg,2023-10-21
785,Dragon Roll - Variant 4,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Dragon Roll - Variant 4 is a customer favorite.,17.57,10,15.81,331,38,Mild,Vegan,3.7,795,Available,No,No,https://images.restaurant.com/food/sushi/0785.jpg,2024-08-02
786,Dragon Roll - Variant 5,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Dragon Roll - Variant 5 is a customer favorite.,18.83,15,16.01,1028,18,None,Nut-Free,4.9,680,Sold Out,No,Yes,https://images.restaurant.com/food/sushi/0786.jpg,2023-10-11
787,Spicy Tuna Roll,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll is a customer favorite.,12.76,15,10.85,618,25,Medium,Low-Carb,4.5,713,Available,No,No,https://images.restaurant.com/food/sushi/0787.jpg,2024-05-16
788,Spicy Tuna Roll - Variant 2,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll - Variant 2 is a customer favorite.,11.3,0,11.3,724,9,Mild,Vegetarian,3.6,550,Available,Yes,No,https://images.restaurant.com/food/sushi/0788.jpg,2024-02-02
789,Spicy Tuna Roll - Variant 3,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll - Variant 3 is a customer favorite.,11.08,5,10.53,289,28,None,Spicy,4.1,743,Available,No,No,https://images.restaurant.com/food/sushi/0789.jpg,2023-11-05
790,Spicy Tuna Roll - Variant 4,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll - Variant 4 is a customer favorite.,11.62,5,11.04,989,23,Medium,None,4.5,415,Available,Yes,No,https://images.restaurant.com/food/sushi/0790.jpg,2023-08-09
791,Spicy Tuna Roll - Variant 5,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll - Variant 5 is a customer favorite.,13.5,15,11.47,673,43,Extra Hot,Vegetarian,4.0,786,Available,No,Yes,https://images.restaurant.com/food/sushi/0791.jpg,2024-10-08
792,Spicy Tuna Roll - Variant 6,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Spicy Tuna Roll - Variant 6 is a customer favorite.,13.83,5,13.14,172,33,Mild,Gluten-Free,4.2,557,Available,No,Yes,https://images.restaurant.com/food/sushi/0792.jpg,2024-07-18
793,Rainbow Roll,Sushi,Mexican,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll is a customer favorite.,18.26,0,18.26,805,17,Hot,Low-Carb,4.7,784,Available,No,Yes,https://images.restaurant.com/food/sushi/0793.jpg,2024-09-23
794,Rainbow Roll - Variant 2,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll - Variant 2 is a customer favorite.,16.43,0,16.43,265,14,Hot,Spicy,5.0,732,Sold Out,Yes,No,https://images.restaurant.com/food/sushi/0794.jpg,2023-04-12
795,Rainbow Roll - Variant 3,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll - Variant 3 is a customer favorite.,19.3,10,17.37,1043,32,Extra Hot,Halal,3.6,228,Sold Out,No,No,https://images.restaurant.com/food/sushi/0795.jpg,2024-08-09
796,Rainbow Roll - Variant 4,Sushi,American,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll - Variant 4 is a customer favorite.,19.19,0,19.19,1150,12,Hot,Halal,4.0,595,Available,Yes,Yes,https://images.restaurant.com/food/sushi/0796.jpg,2023-10-11
797,Rainbow Roll - Variant 5,Sushi,Mexican,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll - Variant 5 is a customer favorite.,18.62,0,18.62,654,20,Mild,Vegetarian,4.8,149,Available,Yes,Yes,https://images.restaurant.com/food/sushi/0797.jpg,2023-04-07
798,Rainbow Roll - Variant 6,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Rainbow Roll - Variant 6 is a customer favorite.,17.59,0,17.59,246,6,Hot,None,3.6,555,Available,No,No,https://images.restaurant.com/food/sushi/0798.jpg,2024-03-18
799,California Roll,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. California Roll is a customer favorite.,11.06,0,11.06,394,25,None,Vegetarian,4.9,425,Available,Yes,No,https://images.restaurant.com/food/sushi/0799.jpg,2023-07-31
800,California Roll - Variant 2,Sushi,Italian,Authentic Japanese sushi made with premium-grade fish and seasoned rice. California Roll - Variant 2 is a customer favorite.,10.11,0,10.11,879,20,None,Vegetarian,3.6,595,Available,No,No,https://images.restaurant.com/food/sushi/0800.jpg,2023-10-21
801,California Roll - Variant 3,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. California Roll - Variant 3 is a customer favorite.,12.68,15,10.78,562,25,Mild,Low-Carb,3.7,429,Sold Out,No,No,https://images.restaurant.com/food/sushi/0801.jpg,2023-07-10
802,California Roll - Variant 4,Sushi,American,Authentic Japanese sushi made with premium-grade fish and seasoned rice. California Roll - Variant 4 is a customer favorite.,11.69,20,9.35,570,8,None,None,4.9,660,Available,Yes,No,https://images.restaurant.com/food/sushi/0802.jpg,2023-07-01
803,California Roll - Variant 5,Sushi,Turkish,Authentic Japanese sushi made with premium-grade fish and seasoned rice. California Roll - Variant 5 is a customer favorite.,10.86,0,10.86,783,42,Hot,Keto,4.6,628,Sold Out,No,No,https://images.restaurant.com/food/sushi/0803.jpg,2023-11-14
804,Ebi Tempura Roll,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Ebi Tempura Roll is a customer favorite.,16.82,0,16.82,704,21,Mild,Spicy,4.8,563,Available,No,No,https://images.restaurant.com/food/sushi/0804.jpg,2024-05-05
805,Ebi Tempura Roll - Variant 2,Sushi,Lebanese,Authentic Japanese sushi made with premium-grade fish and seasoned rice. Ebi Tempura Roll - Variant 2 is a customer favorite.,14.91,10,13.42,1187,27,Extra Hot,Nut-Free,3.7,425,Sold Out,No,No,https://images.restaurant.com/food/sushi/0805.jpg,2024-09-27
